Date-hour,Month,Day,Hour,G(h),Temperature
20110101:0000,01,01,00,0.0,8.27
20110101:0100,01,01,01,0.0,8.25
20110101:0200,01,01,02,0.0,8.23
20110101:0300,01,01,03,0.0,8.21
20110101:0400,01,01,04,0.0,8.19
20110101:0500,01,01,05,0.0,8.17
20110101:0600,01,01,06,0.0,8.15
20110101:0700,01,01,07,0.0,8.14
20110101:0800,01,01,08,38.0,8.26
20110101:0900,01,01,09,113.0,8.6
20110101:1000,01,01,10,283.0,9.22
20110101:1100,01,01,11,275.0,10.0
20110101:1200,01,01,12,147.0,10.52
20110101:1300,01,01,13,226.0,11.05
20110101:1400,01,01,14,49.0,10.95
20110101:1500,01,01,15,127.0,11.01
20110101:1600,01,01,16,68.0,10.25
20110101:1700,01,01,17,0.0,9.45
20110101:1800,01,01,18,0.0,8.29
20110101:1900,01,01,19,0.0,8.03
20110101:2000,01,01,20,0.0,7.34
20110101:2100,01,01,21,0.0,6.76
20110101:2200,01,01,22,0.0,5.96
20110101:2300,01,01,23,0.0,5.32
20110102:0000,01,02,00,0.0,5.36
20110102:0100,01,02,01,0.0,4.88
20110102:0200,01,02,02,0.0,4.82
20110102:0300,01,02,03,0.0,4.59
20110102:0400,01,02,04,0.0,4.46
20110102:0500,01,02,05,0.0,4.35
20110102:0600,01,02,06,0.0,3.91
20110102:0700,01,02,07,0.0,3.14
20110102:0800,01,02,08,46.0,3.89
20110102:0900,01,02,09,124.0,5.41
20110102:1000,01,02,10,229.0,6.54
20110102:1100,01,02,11,310.0,7.92
20110102:1200,01,02,12,402.0,9.4
20110102:1300,01,02,13,362.0,10.48
20110102:1400,01,02,14,344.0,11.1
20110102:1500,01,02,15,156.0,11.2
20110102:1600,01,02,16,73.0,10.77
20110102:1700,01,02,17,0.0,10.02
20110102:1800,01,02,18,0.0,8.53
20110102:1900,01,02,19,0.0,7.54
20110102:2000,01,02,20,0.0,6.9
20110102:2100,01,02,21,0.0,5.87
20110102:2200,01,02,22,0.0,4.85
20110102:2300,01,02,23,0.0,4.02
20110103:0000,01,03,00,0.0,3.43
20110103:0100,01,03,01,0.0,3.14
20110103:0200,01,03,02,0.0,3.33
20110103:0300,01,03,03,0.0,3.59
20110103:0400,01,03,04,0.0,3.84
20110103:0500,01,03,05,0.0,2.8
20110103:0600,01,03,06,0.0,1.75
20110103:0700,01,03,07,0.0,2.52
20110103:0800,01,03,08,42.0,2.28
20110103:0900,01,03,09,117.0,2.7
20110103:1000,01,03,10,207.0,3.67
20110103:1100,01,03,11,276.0,5.0
20110103:1200,01,03,12,417.0,7.04
20110103:1300,01,03,13,425.0,8.9
20110103:1400,01,03,14,299.0,9.7
20110103:1500,01,03,15,143.0,10.13
20110103:1600,01,03,16,60.0,9.79
20110103:1700,01,03,17,0.0,8.91
20110103:1800,01,03,18,0.0,7.7
20110103:1900,01,03,19,0.0,6.56
20110103:2000,01,03,20,0.0,5.86
20110103:2100,01,03,21,0.0,5.25
20110103:2200,01,03,22,0.0,4.33
20110103:2300,01,03,23,0.0,3.72
20110104:0000,01,04,00,0.0,2.83
20110104:0100,01,04,01,0.0,2.31
20110104:0200,01,04,02,0.0,1.97
20110104:0300,01,04,03,0.0,1.82
20110104:0400,01,04,04,0.0,2.1
20110104:0500,01,04,05,0.0,1.85
20110104:0600,01,04,06,0.0,2.2
20110104:0700,01,04,07,0.0,3.06
20110104:0800,01,04,08,49.0,3.31
20110104:0900,01,04,09,75.0,3.67
20110104:1000,01,04,10,141.0,4.43
20110104:1100,01,04,11,248.0,5.57
20110104:1200,01,04,12,126.0,6.81
20110104:1300,01,04,13,92.0,7.99
20110104:1400,01,04,14,115.0,9.19
20110104:1500,01,04,15,40.0,9.72
20110104:1600,01,04,16,61.0,9.55
20110104:1700,01,04,17,0.0,9.1
20110104:1800,01,04,18,0.0,8.32
20110104:1900,01,04,19,0.0,7.87
20110104:2000,01,04,20,0.0,7.25
20110104:2100,01,04,21,0.0,6.52
20110104:2200,01,04,22,0.0,6.38
20110104:2300,01,04,23,0.0,6.21
20110105:0000,01,05,00,0.0,5.67
20110105:0100,01,05,01,0.0,4.74
20110105:0200,01,05,02,0.0,4.28
20110105:0300,01,05,03,0.0,3.98
20110105:0400,01,05,04,0.0,3.77
20110105:0500,01,05,05,0.0,3.54
20110105:0600,01,05,06,0.0,3.91
20110105:0700,01,05,07,0.0,4.3
20110105:0800,01,05,08,42.0,4.66
20110105:0900,01,05,09,169.0,5.45
20110105:1000,01,05,10,356.0,6.98
20110105:1100,01,05,11,382.0,8.99
20110105:1200,01,05,12,328.0,10.56
20110105:1300,01,05,13,368.0,11.66
20110105:1400,01,05,14,215.0,12.43
20110105:1500,01,05,15,127.0,12.55
20110105:1600,01,05,16,93.0,12.13
20110105:1700,01,05,17,0.0,11.39
20110105:1800,01,05,18,0.0,10.58
20110105:1900,01,05,19,0.0,9.77
20110105:2000,01,05,20,0.0,9.33
20110105:2100,01,05,21,0.0,9.1
20110105:2200,01,05,22,0.0,8.85
20110105:2300,01,05,23,0.0,9.25
20110106:0000,01,06,00,0.0,9.42
20110106:0100,01,06,01,0.0,9.41
20110106:0200,01,06,02,0.0,9.54
20110106:0300,01,06,03,0.0,9.74
20110106:0400,01,06,04,0.0,9.93
20110106:0500,01,06,05,0.0,9.95
20110106:0600,01,06,06,0.0,9.99
20110106:0700,01,06,07,0.0,9.87
20110106:0800,01,06,08,41.0,10.05
20110106:0900,01,06,09,166.0,10.42
20110106:1000,01,06,10,281.0,10.82
20110106:1100,01,06,11,429.0,11.23
20110106:1200,01,06,12,282.0,11.76
20110106:1300,01,06,13,221.0,12.23
20110106:1400,01,06,14,115.0,13.05
20110106:1500,01,06,15,89.0,13.09
20110106:1600,01,06,16,85.0,12.78
20110106:1700,01,06,17,0.0,12.0
20110106:1800,01,06,18,0.0,11.35
20110106:1900,01,06,19,0.0,11.73
20110106:2000,01,06,20,0.0,11.51
20110106:2100,01,06,21,0.0,11.23
20110106:2200,01,06,22,0.0,11.03
20110106:2300,01,06,23,0.0,10.8
20110107:0000,01,07,00,0.0,10.6
20110107:0100,01,07,01,0.0,10.43
20110107:0200,01,07,02,0.0,9.96
20110107:0300,01,07,03,0.0,9.43
20110107:0400,01,07,04,0.0,9.0
20110107:0500,01,07,05,0.0,8.75
20110107:0600,01,07,06,0.0,8.69
20110107:0700,01,07,07,0.0,9.01
20110107:0800,01,07,08,23.0,9.19
20110107:0900,01,07,09,87.0,9.49
20110107:1000,01,07,10,82.0,9.56
20110107:1100,01,07,11,85.0,9.95
20110107:1200,01,07,12,170.0,10.3
20110107:1300,01,07,13,116.0,10.47
20110107:1400,01,07,14,148.0,10.72
20110107:1500,01,07,15,175.0,10.9
20110107:1600,01,07,16,80.0,10.96
20110107:1700,01,07,17,0.0,10.63
20110107:1800,01,07,18,0.0,10.11
20110107:1900,01,07,19,0.0,9.28
20110107:2000,01,07,20,0.0,9.14
20110107:2100,01,07,21,0.0,9.03
20110107:2200,01,07,22,0.0,9.1
20110107:2300,01,07,23,0.0,9.06
20110108:0000,01,08,00,0.0,9.06
20110108:0100,01,08,01,0.0,8.93
20110108:0200,01,08,02,0.0,8.74
20110108:0300,01,08,03,0.0,8.65
20110108:0400,01,08,04,0.0,8.27
20110108:0500,01,08,05,0.0,7.99
20110108:0600,01,08,06,0.0,7.74
20110108:0700,01,08,07,0.0,8.38
20110108:0800,01,08,08,43.0,8.36
20110108:0900,01,08,09,221.0,9.11
20110108:1000,01,08,10,293.0,10.04
20110108:1100,01,08,11,91.0,11.08
20110108:1200,01,08,12,368.0,12.06
20110108:1300,01,08,13,383.0,12.78
20110108:1400,01,08,14,294.0,13.21
20110108:1500,01,08,15,203.0,13.15
20110108:1600,01,08,16,39.0,12.85
20110108:1700,01,08,17,0.0,12.09
20110108:1800,01,08,18,0.0,11.27
20110108:1900,01,08,19,0.0,10.18
20110108:2000,01,08,20,0.0,9.89
20110108:2100,01,08,21,0.0,9.4
20110108:2200,01,08,22,0.0,9.17
20110108:2300,01,08,23,0.0,8.85
20110109:0000,01,09,00,0.0,8.87
20110109:0100,01,09,01,0.0,8.57
20110109:0200,01,09,02,0.0,8.12
20110109:0300,01,09,03,0.0,7.75
20110109:0400,01,09,04,0.0,7.32
20110109:0500,01,09,05,0.0,6.96
20110109:0600,01,09,06,0.0,7.06
20110109:0700,01,09,07,0.0,7.06
20110109:0800,01,09,08,47.0,6.95
20110109:0900,01,09,09,231.0,7.22
20110109:1000,01,09,10,289.0,7.92
20110109:1100,01,09,11,103.0,8.95
20110109:1200,01,09,12,388.0,9.33
20110109:1300,01,09,13,306.0,9.39
20110109:1400,01,09,14,126.0,9.24
20110109:1500,01,09,15,155.0,8.99
20110109:1600,01,09,16,67.0,8.82
20110109:1700,01,09,17,0.0,7.96
20110109:1800,01,09,18,0.0,7.48
20110109:1900,01,09,19,0.0,7.34
20110109:2000,01,09,20,0.0,6.93
20110109:2100,01,09,21,0.0,6.4
20110109:2200,01,09,22,0.0,6.41
20110109:2300,01,09,23,0.0,6.41
20110110:0000,01,10,00,0.0,6.29
20110110:0100,01,10,01,0.0,6.29
20110110:0200,01,10,02,0.0,6.09
20110110:0300,01,10,03,0.0,5.87
20110110:0400,01,10,04,0.0,5.62
20110110:0500,01,10,05,0.0,5.1
20110110:0600,01,10,06,0.0,4.51
20110110:0700,01,10,07,0.0,4.06
20110110:0800,01,10,08,50.0,4.06
20110110:0900,01,10,09,176.0,4.39
20110110:1000,01,10,10,211.0,4.65
20110110:1100,01,10,11,350.0,5.86
20110110:1200,01,10,12,442.0,7.2
20110110:1300,01,10,13,482.0,7.94
20110110:1400,01,10,14,353.0,8.5
20110110:1500,01,10,15,251.0,8.67
20110110:1600,01,10,16,128.0,8.44
20110110:1700,01,10,17,0.0,7.63
20110110:1800,01,10,18,0.0,6.67
20110110:1900,01,10,19,0.0,6.83
20110110:2000,01,10,20,0.0,6.83
20110110:2100,01,10,21,0.0,6.96
20110110:2200,01,10,22,0.0,7.12
20110110:2300,01,10,23,0.0,7.32
20110111:0000,01,11,00,0.0,7.45
20110111:0100,01,11,01,0.0,7.58
20110111:0200,01,11,02,0.0,7.64
20110111:0300,01,11,03,0.0,7.83
20110111:0400,01,11,04,0.0,7.97
20110111:0500,01,11,05,0.0,8.07
20110111:0600,01,11,06,0.0,8.16
20110111:0700,01,11,07,0.0,8.7
20110111:0800,01,11,08,24.0,8.78
20110111:0900,01,11,09,142.0,9.19
20110111:1000,01,11,10,338.0,9.79
20110111:1100,01,11,11,462.0,10.57
20110111:1200,01,11,12,496.0,10.96
20110111:1300,01,11,13,492.0,11.45
20110111:1400,01,11,14,369.0,11.75
20110111:1500,01,11,15,283.0,11.66
20110111:1600,01,11,16,129.0,11.38
20110111:1700,01,11,17,0.0,10.82
20110111:1800,01,11,18,0.0,10.31
20110111:1900,01,11,19,0.0,10.48
20110111:2000,01,11,20,0.0,9.69
20110111:2100,01,11,21,0.0,9.03
20110111:2200,01,11,22,0.0,8.39
20110111:2300,01,11,23,0.0,7.66
20110112:0000,01,12,00,0.0,7.02
20110112:0100,01,12,01,0.0,6.42
20110112:0200,01,12,02,0.0,5.8
20110112:0300,01,12,03,0.0,4.97
20110112:0400,01,12,04,0.0,4.07
20110112:0500,01,12,05,0.0,3.63
20110112:0600,01,12,06,0.0,4.28
20110112:0700,01,12,07,0.0,4.55
20110112:0800,01,12,08,48.0,4.22
20110112:0900,01,12,09,145.0,4.97
20110112:1000,01,12,10,194.0,6.51
20110112:1100,01,12,11,260.0,8.55
20110112:1200,01,12,12,257.0,10.7
20110112:1300,01,12,13,407.0,12.27
20110112:1400,01,12,14,415.0,13.16
20110112:1500,01,12,15,291.0,13.52
20110112:1600,01,12,16,130.0,13.32
20110112:1700,01,12,17,0.0,12.39
20110112:1800,01,12,18,0.0,10.7
20110112:1900,01,12,19,0.0,9.76
20110112:2000,01,12,20,0.0,9.11
20110112:2100,01,12,21,0.0,8.66
20110112:2200,01,12,22,0.0,7.67
20110112:2300,01,12,23,0.0,6.45
20110113:0000,01,13,00,0.0,5.4
20110113:0100,01,13,01,0.0,3.81
20110113:0200,01,13,02,0.0,3.35
20110113:0300,01,13,03,0.0,3.33
20110113:0400,01,13,04,0.0,3.14
20110113:0500,01,13,05,0.0,3.07
20110113:0600,01,13,06,0.0,3.26
20110113:0700,01,13,07,0.0,3.38
20110113:0800,01,13,08,60.0,3.21
20110113:0900,01,13,09,199.0,4.65
20110113:1000,01,13,10,272.0,6.06
20110113:1100,01,13,11,341.0,7.77
20110113:1200,01,13,12,408.0,10.12
20110113:1300,01,13,13,509.0,12.26
20110113:1400,01,13,14,421.0,13.46
20110113:1500,01,13,15,298.0,14.03
