Date-hour,Month,Day,Hour,G(h),Temperature
20130714-1100,07,14,11,962,28.35
20130714-1200,07,14,12,997,29.58
20130714-1300,07,14,13,983,30.53
20130714-1400,07,14,14,907,31.19
20130714-1500,07,14,15,779,31.58
20130714-1600,07,14,16,6,31.63
20130714-1700,07,14,17,413,31.3
20130714-1800,07,14,18,204,30.7
20130714-1900,07,14,19,4,29.42
20130714-2000,07,14,20,0,27.88
20130714-2100,07,14,21,0,26.49
20130714-2200,07,14,22,0,25.34
20130714-2300,07,14,23,0,24.3
20130715-0000,07,15,00,0,23.15
20130715-0100,07,15,01,0,22.31
20130715-0200,07,15,02,0,21.13
20130715-0300,07,15,03,0,19.75
20130715-0400,07,15,04,0,18.98
20130715-0500,07,15,05,332,18.5
20130715-0600,07,15,06,142,19.42
20130715-0700,07,15,07,339,21.86
20130715-0800,07,15,08,532,24.57
20130715-0900,07,15,09,713,26.54
20130715-1000,07,15,10,852,28.26
20130715-1100,07,15,11,942,29.67
20130715-1200,07,15,12,965,30.79
20130715-1300,07,15,13,964,31.74
20130715-1400,07,15,14,908,32.36
20130715-1500,07,15,15,758,32.63
20130715-1600,07,15,16,604,32.73
20130715-1700,07,15,17,374,32.41
20130715-1800,07,15,18,151,31.87
20130715-1900,07,15,19,7,31.3
20130715-2000,07,15,20,0,29.27
20130715-2100,07,15,21,0,27.51
20130715-2200,07,15,22,0,25.77
20130715-2300,07,15,23,0,24.29
20130716-0000,07,16,00,0,22.91
20130716-0100,07,16,01,0,21.86
20130716-0200,07,16,02,0,20.87
20130716-0300,07,16,03,0,20.17
20130716-0400,07,16,04,0,19.67
20130716-0500,07,16,05,333,19.21
20130716-0600,07,16,06,14,19.49
20130716-0700,07,16,07,337,22.49
20130716-0800,07,16,08,53,25.3
20130716-0900,07,16,09,712,27.47
20130716-1000,07,16,10,851,29.33
20130716-1100,07,16,11,947,30.67
20130716-1200,07,16,12,976,31.83
20130716-1300,07,16,13,958,32.47
20130716-1400,07,16,14,888,33.14
20130716-1500,07,16,15,749,33.5
20130716-1600,07,16,16,593,33.41
20130716-1700,07,16,17,396,33.18
20130716-1800,07,16,18,2,32.64
20130716-1900,07,16,19,37,31.47
20130716-2000,07,16,20,0,29.63
20130716-2100,07,16,21,0,28.12
20130716-2200,07,16,22,0,26.92
20130716-2300,07,16,23,0,25.72
20130717-0000,07,17,00,0,24.36
20130717-0100,07,17,01,0,22.83
20130717-0200,07,17,02,0,21.4
20130717-0300,07,17,03,0,20.74
20130717-0400,07,17,04,0,21.26
20130717-0500,07,17,05,33,21.81
20130717-0600,07,17,06,138,21.61
20130717-0700,07,17,07,331,22.68
20130717-0800,07,17,08,528,26.57
20130717-0900,07,17,09,709,28.92
20130717-1000,07,17,10,853,30.64
20130717-1100,07,17,11,955,31.79
20130717-1200,07,17,12,99,32.75
20130717-1300,07,17,13,977,33.48
20130717-1400,07,17,14,906,33.93
20130717-1500,07,17,15,751,34.13
20130717-1600,07,17,16,598,34.3
20130717-1700,07,17,17,388,33.77
20130717-1800,07,17,18,182,33.14
20130717-1900,07,17,19,2,32.2
20130717-2000,07,17,20,0,30.16
20130717-2100,07,17,21,0,28.63
20130717-2200,07,17,22,0,27.32
20130717-2300,07,17,23,0,26.8
20130718-0000,07,18,00,0,24.61
20130718-0100,07,18,01,0,23.26
20130718-0200,07,18,02,0,25.3
20130718-0300,07,18,03,0,23.55
20130718-0400,07,18,04,0,21.9
20130718-0500,07,18,05,328,21.38
20130718-0600,07,18,06,142,21.82
20130718-0700,07,18,07,33,22.57
20130718-0800,07,18,08,527,26.4
20130718-0900,07,18,09,706,28.18
20130718-1000,07,18,10,849,30.2
20130718-1100,07,18,11,951,31.93
20130718-1200,07,18,12,997,33.6
20130718-1300,07,18,13,974,33.85
20130718-1400,07,18,14,887,34.27
20130718-1500,07,18,15,736,34.4
20130718-1600,07,18,16,602,34.32
20130718-1700,07,18,17,367,33.95
20130718-1800,07,18,18,193,33.31
20130718-1900,07,18,19,33,32.47
20130718-2000,07,18,20,0,30.6
20130718-2100,07,18,21,0,29.1
20130718-2200,07,18,22,0,27.63
20130718-2300,07,18,23,0,26.55
20130719-0000,07,19,00,0,25.5
20130719-0100,07,19,01,0,24.5
20130719-0200,07,19,02,0,23.79
20130719-0300,07,19,03,0,23.18
20130719-0400,07,19,04,0,22.49
20130719-0500,07,19,05,334,21.7
20130719-0600,07,19,06,14,21.19
20130719-0700,07,19,07,332,23.48
20130719-0800,07,19,08,529,26.26
20130719-0900,07,19,09,704,28.73
20130719-1000,07,19,10,844,30.78
20130719-1100,07,19,11,94,32.12
20130719-1200,07,19,12,98,33.17
20130719-1300,07,19,13,925,33.92
20130719-1400,07,19,14,882,34.46
20130719-1500,07,19,15,748,34.7
20130719-1600,07,19,16,581,34.78
20130719-1700,07,19,17,317,34.54
20130719-1800,07,19,18,196,33.92
20130719-1900,07,19,19,26,32.86
20130719-2000,07,19,20,0,30.91
20130719-2100,07,19,21,0,29.31
20130719-2200,07,19,22,0,28.1
20130719-2300,07,19,23,0,27.15
20130720-0000,07,20,00,0,26.22
20130720-0100,07,20,01,0,25.63
20130720-0200,07,20,02,0,24.83
20130720-0300,07,20,03,0,23.88
20130720-0400,07,20,04,0,23.18
20130720-0500,07,20,05,0,22.64
20130720-0600,07,20,06,117,22.65
20130720-0700,07,20,07,288,23.68
20130720-0800,07,20,08,513,25.79
20130720-0900,07,20,09,7,28.6
20130720-1000,07,20,10,825,30.13
20130720-1100,07,20,11,935,31.51
20130720-1200,07,20,12,971,32.5
20130720-1300,07,20,13,937,32.96
20130720-1400,07,20,14,733,33.37
20130720-1500,07,20,15,607,33.84
20130720-1600,07,20,16,481,33.98
20130720-1700,07,20,17,389,33.62
20130720-1800,07,20,18,197,33.11
20130720-1900,07,20,19,36,32.27
20130720-2000,07,20,20,0,30.48
20130720-2100,07,20,21,0,28.72
20130720-2200,07,20,22,0,27.37
20130720-2300,07,20,23,0,26.39
20130721-0000,07,21,00,0,25.58
20130721-0100,07,21,01,0,24.85
20130721-0200,07,21,02,0,24.17
20130721-0300,07,21,03,0,23.47
20130721-0400,07,21,04,0,22.74
20130721-0500,07,21,05,0,22.4
20130721-0600,07,21,06,1,21.83
20130721-0700,07,21,07,313,23.7
20130721-0800,07,21,08,51,24.92
20130721-0900,07,21,09,686,26.87
20130721-1000,07,21,10,819,28.65
20130721-1100,07,21,11,923,29.99
20130721-1200,07,21,12,948,30.96
20130721-1300,07,21,13,905,31.73
20130721-1400,07,21,14,411,32.32
20130721-1500,07,21,15,32,32.5
20130721-1600,07,21,16,174,32.86
20130721-1700,07,21,17,75,32.84
20130721-1800,07,21,18,177,31.6
20130721-1900,07,21,19,11,28.24
20130721-2000,07,21,20,0,27.62
20130721-2100,07,21,21,0,27.4
20130721-2200,07,21,22,0,26.85
20130721-2300,07,21,23,0,24.76
20130722-0000,07,22,00,0,23.33
20130722-0100,07,22,01,0,22.43
